INDEX,WKSPN,ENGINE,ACTION,DESCRIPTION,MATERIALSBaht
1382,WSTCB00W501B6,W501B6,Additional,Replace Ring#7,"10,266.78"
1383,WSTCB00W501B6,W501B6,Additional,Replace Wiggle (Spacer band),"1,478.48"
1384,WSTCB00W501B6,W501B6,Additional,Replace Ring#1 scoops,"1,367.25"
1385,WSTCB00W501B6,W501B6,Additional,Replace Ring#2 scoops,"1,499.01"
1386,WSTCB00W501B6,W501B6,Additional,Replace Ring#6A scoops,"1,367.25"
1387,WSTCB00W501B6,W501B6,Additional,Replace Ring#6B scoops,"1,649.60"
1388,WSTCB00W501B6,W501B6,Additional,Replace J strip,"6,125.68"
1389,WSTCB00W501B6,W501B6,Additional,Replace Spring seals (inner & Outer),"14,031.42"
1390,WSTCB00W501B6,W501B6,Additional,Replace X fire tube (Crossflame),"1,348.43"
1391,WSTCB00W501B6,W501B6,Additional,Replace X fire flange (Marman style),"1,348.43"
1392,WSTCB00W501B6,W501B6,Additional,Replace stiffener ring#1A,313.15
1393,WSTCB00W501B6,W501B6,Additional,Replace stiffener ring#1B,"1,122.55"
1394,WSTCB00W501B6,W501B6,Additional,Replace stiffener ring#2,350.8
1395,WSTTP00W501B6,W501B6,Additional,Replace inlet end,"82,137.60"
1396,WSTTP00W501B6,W501B6,Additional,Replace upper panel,"75,297.93"
1397,WSTTP00W501B6,W501B6,Additional,Replace lower panel,"75,297.93"
1398,WSTTP00W501B6,W501B6,Additional,Replace mounting plate,"11,122.80"
1399,WSTTP00W501B6,W501B6,Additional,Replace side seal,"1,555.48"
1400,WSTTP00W501B6,W501B6,Option/Coating,Apply 2X TBC to internal surfaces,"285,743.36"
1401,WSTTP00W501B6,W501B6,Option/Coating,Apply Chrome Carbide coating to mounting Lugs,"7,302.72"
1402,WSTTP00W501B6,W501B6,Option/Coating,Apply standard Bond coat & TBC to internal surfaces (based on customer requirements or as received condition),"156,800.34"
1403,WSTTP00W501B6,W501B6,Additional,Replace inner floating seal (Hast-X),"64,214.15"
1404,WSTTP00W501B6,W501B6,Additional,Replace outer floating seal (SS310),"26,601.97"
1405,WSTTP00W501B6,W501B6,Option,Transition length restoration,"8,282.21"
1406,WSTTP00W501B6,W501B6,Additional,Replace transition lug,903.51
1407,WSTBL01W501AA,,Option/Coating,Apply TBC coating to external airfoil area and surface finish,"211,846.56"
1408,WSTBL02W501AA,,Option/Coating,Apply TBC coating to external airfoil area and surface finish,"196,651.10"
1409,GEBH00MS7FA,,Option,CLIP upgrade with L605 Wear Covers,"127,450.18"
1411,GECL01M51P,MS5001P,Additional,Replace Hula Skirt,"8,576.88"
1412,GECL01M51P,MS5001P,Additional,Replace Cross Fire Collars,883.32
1413,GECL01M51P,MS5001P,Additional,Replace Liner Stop,"4,517.57"
1414,GECL01M51P,MS5001P,Additional,Replace Primary Fuel Nozzle Floating Collar,"4,415.92"
1415,GECL01M51P,MS5001P,Additional,Replace End Ring,"3,728.36"
1416,GECL01M51P,MS5001P,Option/Coating,Apply Class B TBC to internal surfaces (based on customer requirements or as received condition),"84,892.22"
1417,GECL01M51P,MS5001P,Option/Coating,"Apply Chrome Carbide coating to Crossfire Collar (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","3,171.20"
1418,GECL01M51P,MS5001P,Option/Coating,"Apply Chrome Carbide coating to Hula Skirt (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,707.88"
1419,GECL01M51P,MS5001P,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","4,439.54"
1420,GECL01M51P,MS5001P,Option,Apply L605 shields to Liner Stops,"1,656.10"
1421,GECL01M51P,MS5001P,Additional,Replace dilution hole gaskets,958.27
1422,GETP00M61B,,Additional,"Replace Aft Bracket Hardware barn handle type (Bolt, washer, bushing, guide bushing)","160,579.01"
1423,GETP00M7EA,,Additional,"Replace Aft Bracket Hardware (Barnes handle type washers, bolts bushings)","154,008.00"
1424,ABBBL01A3E2,ABB13E2,Option,Destructive Testing life time analysis,"154,008.00"
1425,ABBBL01A3E2,ABB13E2,Option,Perform Hot isostatic Press - TBA,0
1426,ABBBL02A3E2,ABB13E2,Option,Destructive Testing life time analysis,"154,008.00"
1427,ABBBL02A3E2,ABB13E2,Option,Perform Hot isostatic Press - TBA,0
1428,ABBBL02A3E2,ABB13E2,Option,Perform SS14 coating removal,"18,720.53"
1429,ABBBL02A3E2,ABB13E2,Option,Apply TBC coating to the airfoil gas path area and surface finish,"436,986.11"
1430,ABBBL03A3E2,ABB13E2,Option,Destructive Testing life time analysis,"154,008.00"
1431,ABBBL03A3E2,ABB13E2,Option,Perform Hot isostatic Press - TBA,0
1432,ABBBL04A3E2,ABB13E2,Option,Destructive Testing life time analysis,"154,008.00"
1433,ABBBL04A3E2,ABB13E2,Option,Perform Hot isostatic Press - TBA,0
1434,ABBBL04A3E2,ABB13E2,Option/Coating,Apply Aluminide coating to External Aerofoil,"78,226.14"
1435,ABBBL05A3E2,ABB13E2,Option,Destructive Testing life time analysis,"154,008.00"
1436,ABBBL05A3E2,ABB13E2,Option,Perform Hot isostatic Press,0
1441,ABBNZ02A3E2,ABB13E2,Option,Replace cover plate,"20,876.64"
1442,ABBNZ02A3E2,ABB13E2,Option,Replace Seal plates (Meter plate),"4,791.36"
1443,ABBNZ02A3E2,ABB13E2,Option,Replace Core plugs,0
1444,ABBNZ02A3E2,ABB13E2,Option/Coating,Apply TBC coating to the airfoil gas path area and surface finish,"171,120.00"
1445,ABBNZ02A3E2,ABB13E2,Option,Perform downstrean deflection,"54,997.97"
1446,ABBNZ03A3E2,ABB13E2,Option/Coating,Apply Aluminide diffusion coating to the airfoil gas path area and surface finish,"48,891.38"
1447,ABBNZ04A3E2,ABB13E2,Option/Coating,Apply Aluminide diffusion coating to the airfoil gas path area and surface finish,"78,226.14"
1448,ABBFS00A3E2,ABB13E2,Additional,Sealing ring small,"2,395.68"
1449,ABBFS00A3E2,ABB13E2,Additional,Sealing ring large,"7,653.93"
1450,ABBFS00A3E2,ABB13E2,Additional,Flame scanner,"5,287.61"
1451,ABBFS00A3E2,ABB13E2,Additional,Front segment - TBA,0
1452,GESB01M501,,Option/Coating,Apply TBC Abradable coating to sealing surface,"77,004.00"
1453,GESB02M501,,Option,Replace vacuum brazed Honeycomb seals,"36,243.22"
1454,GESB01M51P,,Option/Coating,Apply TBC Abradable coating to sealing surface,"77,004.00"
1455,GESB02M51P,,Option/Coating,Replace vacuum brazed Honeycomb seals,"36,243.22"
1456,GETP00M61B,,Option,Cloth side seals,"65,881.20"
1459,WSTNZ01251B11,W251B11/12,Additional,Replace core plug FWD,"24,947.24"
1460,WSTNZ01251B11,W251B11/12,Additional,Replace core plug AFT,"24,147.43"
1461,WSTNZ02251B11,W251B11/12,Additional,Replace FWD core plug,"23,345.56"
1462,WSTNZ02251B11,W251B11/12,Additional,Replace AFT core plug,"22,544.72"
1463,WSTNZ02251B11,W251B11/12,Additional,Replace closure assy,"12,934.62"
1464,WSTNZ02251B11,W251B11/12,Additional,Down stream deflection correction,"219,033.60"
1465,WSTNZ03251B11,W251B11/12,Additional,Replace cooling tube,"16,137.98"
1466,WSTNZ03251B11,W251B11/12,Additional,Down stream deflection correction,"232,723.20"
1467,WSTBL01W251AA,W251AA,Option,Perform material life assessment,"154,008.00"
1468,WSTBL01W251AA,W251AA,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","489,015.88"
1469,WSTBL01W251AA,W251AA,Option/Coating,Apply Aluminide diffusion coating,"14,271.41"
1470,WSTBL02W251AA,W251AA,Option,Perform material life assessment,"154,008.00"
1471,WSTBL02W251AA,W251AA,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","685,201.34"
1472,WSTBL02W251AA,W251AA,Option/Coating,Apply Aluminide diffusion coating,"17,125.69"
1473,WSTBL03W251AA,W251AA,Option,Perform material life assessment,"154,008.00"
1474,WSTBL03W251AA,W251AA,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","1,732,957.92"
1475,WSTNZ01W251AA,W251AA,Additional,Replace insert cooling (core plug),"6,641.96"
1476,WSTNZ01W251AA,W251AA,Additional,Replace cover plates,"4,288.61"
1477,WSTNZ02W251AA,W251AA,Additional,Replace insert cooling,"11,054.35"
1478,WSTNZ02W251AA,W251AA,Additional,Replace cover plates,"5,989.20"
1479,WSTNZ02W251AA,W251AA,Additional,Perform downstream dimensional correction,"48,906.10"
1480,WSTNZ03W251AA,W251AA,Additional,Replace Cooling Tubes,"76,053.33"
1481,WSTNZ03W251AA,W251AA,Option/Coating,Apply Aluminide coating to gas path (based on as received condition or customer requirements),"27,379.20"
1482,WSTNZ03W251AA,W251AA,Additional,Perform downstream deflection rectification,"61,490.99"
1483,WSTNZ03W251AA,W251AA,Option/Coating,Apply MCrAlY coating to the airfoil gas path area and surface finish (based on as received condition or customer requirements),"244,457.24"
1484,WSTTP00W251AA,W251AA,Additional,Replace mounting Assy,"4,962.48"
1485,WSTTP00W251AA,W251AA,Additional,Replace outer floating seal (SS310),"4,278.00"
1486,WSTCB00W251AA,W251AA,Additional,Replace Basket cylindar,"5,372.75"
1487,WSTCB00W251AA,W251AA,Additional,Replace Ring#1 - 6,"5,372.75"
1488,WSTCB00W251AA,W251AA,Additional,Replace Wiggle (Spacer band),"1,478.48"
1489,WSTCB00W251AA,W251AA,Additional,Replace scoops,"1,649.60"
1490,WSTCB00W251AA,W251AA,Additional,Replace Spring seal (Assy 1 or Assy 2),"14,031.42"
1491,WSTCB00W251AA,W251AA,Additional,Replace X fire flange,"1,348.43"
1492,WSTCB00W251AA,W251AA,Additional,Replace stiffener ring,350.8
1493,WSTCB00W251AA,W251AA,Additional,Ignitor tube,971.96
1494,PSMBL01M7EA,Frame 7EA,Option,Destructive Testing life time analysis,"155,664.10"
1495,PSMBL01M7EA,Frame 7EA,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","901,662.42"
1496,PSMBL01M7EA,Frame 7EA,Option/Coating,Apply TBC coating to the airfoil gas path area and surface finish,"133,569.08"
1497,PSMBL01M7EA,Frame 7EA,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,012.33"
1498,PSMBL01M7EA,Frame 7EA,Option,HF Clean and Transient Phase Restoration of aerofoil TMF crack,"89,063.85"
1499,GEBL01MS7FA.04/.05,7FA.04 / 7FA.05,Option,Perform material life assessment as required,"222,456.00"
1500,GEBL01MS7FA.04/.05,7FA.04 / 7FA.05,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","1,386,345.79"
1501,GEBL01MS7FA.04/.05,7FA.04 / 7FA.05,Option,Full bucket tip cavity restoration & Installation of new Haynes 230 tip caps,"944,582.40"
1502,GEBL01MS7FA.04/.05,7FA.04 / 7FA.05,Option,"Perform TE airfoil cut backs T1, T2 or T3","311,712.19"
1503,GEBL02MS7FA.04/.05,7FA.04 / 7FA.05,Option,Perform material life assessment as required,"222,456.00"
1504,GEBL02MS7FA.04/.05,7FA.04 / 7FA.05,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","1,518,260.66"
1505,GEBL03MS7FA.04/.05,7FA.04 / 7FA.05,Option,Perform material life assessment as required,"222,456.00"
1506,GEBL03MS7FA.04/.05,7FA.04 / 7FA.05,Option,"Perform Hot isostatic Press (optional Customer requirement, or through material analysis)","2,079,549.49"
1507,GEBL03MS7FA.04/.05,7FA.04 / 7FA.05,Option/Coating,Apply MCrAlY coating to the airfoil gas path,"282,348.00"
1508,GENZ01MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace trapezoid cover,"2,000.99"
1509,GENZ01MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace feather seal cloth seal,"182,858.83"
1510,GENZ01MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace core plug,"19,747.25"
1511,GENZ02MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Diaphragm Reconstruction,"586,770.48"
1512,GENZ02MS7FA.04/.05,7FA.04 / 7FA.05,Option/Coating,Apply TBC Coat,"508,157.95"
1513,GENZ02MS7FA.04/.05,7FA.04 / 7FA.05,Option/Coating,Aluminide diffusion coating,"41,068.80"
1514,GENZ02MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Transfer Tubes,"3,525.07"
1515,GENZ02MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Metering Plug,"14,682.10"
1516,GENZ02MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Outer Cover Plate replacement,"18,652.08"
1517,GENZ02MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Discourager Seal,"9,411.60"
1518,GENZ02MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace cloth seal,"357,127.44"
1519,GENZ03MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Diaphragm Reconstruction,"542,450.40"
1520,GENZ03MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Discourager Seal,"9,411.60"
1521,GENZ03MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace cloth seal,"277,317.07"
1522,GESB01MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Metering Plate,"3,456.62"
1523,GESB01MS7FA.04/.05,7FA.04 / 7FA.05,Additional,New cloth seal of inner plate,"201,921.60"
1524,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Effusion Plate (Face plate),"78,715.20"
1525,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace spring seal (Imp. Cap or Outer spring seal),"30,248.56"
1526,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Option/Coating,Apply thermal barrier coating (TBC) to effusion plate,"85,560.00"
1527,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Centre Floating Collars (Certer plate),"48,053.75"
1528,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Floating Collars (Burner bore),"20,206.88"
1529,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Center bore,"17,625.36"
1530,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Burner tube,"7,080.39"
1531,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Face plate body,"63,314.40"
1532,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Reinforce set,"97,538.40"
1533,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace burner tube plate (Burner plate),"67,934.64"
1534,GELC00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Impingment cap cowl assy.,"442,604.28"
1535,GECL00MS7FA.04/.05,7FA.04 / 7FA.05,Option/Coating,Apply External Oxidation Coat to conical area,"171,120.00"
1536,GECL00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,New Hula spring Seal Dual layer,"29,090.40"
1537,GECL00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,New Cross Fire Collar,"5,441.62"
1538,GECL00MS7FA.04/.05,7FA.04 / 7FA.05,Option/Coating,Apply Chrome Carbide Inlet,"25,668.00"
1539,GECL00MS7FA.04/.05,7FA.04 / 7FA.05,Option/Coating,Apply Chrome Carbide X-Fire Collars,"17,112.00"
1540,GECL00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace corrogated end ring,"116,703.84"
1541,GETP00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Floating seals cloth seal,"21,561.12"
1542,GETP00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Hast-X Band ½ replacement on sleeve,"51,336.00"
1543,GETP00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Cooling guides (CUPS),"1,540.08"
1544,GETP00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Support Lug U type,"6,776.35"
1545,GETP00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace picture frame barnes handle type,"315,955.97"
1546,GETP00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Bolt / washer replacement (Baenes handle),"7,960.70"
1547,GEFS00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Hula Skirt,"14,100.29"
1548,GEFS00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace Piston Rings,"10,985.90"
1549,GEFS00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Replace retainer clip boss,"2,190.34"
1550,GEFS00MS7FA.04/.05,7FA.04 / 7FA.05,Additional,Cooling tube,342.24
1551,GEBH00MS7FA.04/.05,7FA.04 / 7FA.05,Option/Coating,CLIP upgrade with L605 Wear Covers,"127,450.18"
1552,GENZ01M302J,MS3002J,Additional,Replace Lap Seal,"43,519.24"
1553,GENZ01M302J,MS3002J,Additional,Replace Core Plugs,"33,738.24"
1554,GENZ01M302J,MS3002J,Additional,Replace L seal,"13,689.60"
1555,GESB01M302J,MS3002J,Option/Coating,Apply Corrosion resistant coating to seal face surface,"50,318.18"
1556,GESB01M302J,MS3002J,Option,Perform welding plug pin of old dowel holes,"16,324.85"
1557,GESB01M302J,MS3002J,Option/Coating,Apply TBC Abradable coating to sealing surface,"77,004.00"
1558,GESB02M302J,MS3002J,Additional,Replace seal fins (3 rows/set),"11,923.20"
1559,GESB02M302J,MS3002J,Option/Coating,Apply Corrosion resistant coating to surface,"34,052.88"
1560,GESB02M302J,MS3002J,Option,Perform welding plug pin of old dowel holes,"16,187.95"
1561,GESB02M302J,MS3002J,Option,Replace vacuum brazed Honeycomb seals,"36,243.22"
1562,GETP00M302J,MS3002J,Additional,Replace Support lug,"4,305.60"
1563,GETP00M302J,MS3002J,Additional,Replace Std. Floating Seals- Inner,"8,302.08"
1564,GETP00M302J,MS3002J,Additional,Replace Outer seal,"6,687.37"
1565,GETP00M302J,MS3002J,Option/Coating,Apply Class B TBC to internal surfaces,"114,376.61"
1566,GETP00M302J,MS3002J,Option/Coating,Apply hardface coating to inlet end,"8,521.78"
1567,GECL00M302J,MS3002J,Additional,Replace Hula Skirt,"7,176.00"
1568,GECL00M302J,MS3002J,Additional,Replace Crossfire collar,883.2
1569,GECL00M302J,MS3002J,Additional,Replace Liner Stops,"3,775.68"
1570,GECL00M302J,MS3002J,Additional,Replace End Ring,"3,864.00"
1571,GECL00M302J,MS3002J,Option/Coating,Apply Class B TBC to liner internal Surfaces,"94,258.53"
1572,GECL00M302J,MS3002J,Option/Coating,Apply Hardface coating to Fuel Nozzle Bore,"4,439.56"
1573,GECL00M302J,MS3002J,Option/Coating,Apply Hardface coating to Crossfire collar,"3,171.12"
1574,GECL00M302J,MS3002J,Option/Coating,Apply Hardface coating to Hula Skirt,"5,708.01"
1575,GECL00M302J,MS3002J,Option/Coating,Apply Hardface coating to Liner Stop,"4,439.56"
1576,GECT00M302J,MS3002J,Option/Coating,Apply hardface coating to tube ends,"5,073.71"
1577,GECT00M302J,MS3002J,Additional,Replace ends tube,275.85
1579,WSTTP00W5D24,,Additional,Replace Stiffener-Upper,"1,760.82"
1580,WSTNZ01W5D24,,Additional,Perform downstream dimensional correction,"16,506.92"
1581,WSTCB00W5D24,,Additional,Replace UV detector tube,971.96
1582,WSTBL04W5D24,,Option,Pin slot modification,"12,960.29"
1583,WSTBL03W5D24,,Option,Pin slot modification,"8,976.96"
1584,WSTBL02W5D24,,Option,Pin slot modification,"8,976.96"
1585,WSTBL01W5D24,,Option,Pin slot modification,"8,976.96"
1586,GENZ02M91E,,Option,Modify the nozzle diaphragm to receive brush seals,"43,122.24"
1587,GEBL03M91E,,Option,Cut back of LE edge (part of the TIL reversal),"5,160.98"
1588,WSTRS01W501AA,W501AA,Option/Coating,Apply HVOF CoNiCrAlY coating to wear surface,"205,261.86"
1589,WSTRS01W501AA,W501AA,Option/Coating,Apply HVOF MCrAlY & Abradable TBC coating to wear surface,"289,127.43"
1590,WSTRS01W501AA,W501AA,Additional,Seal,"1,095.17"
1591,WSTRS02W501AA,W501AA,Option/Coating,Apply HVOF CoNiCrAlY coating to wear surface,"205,261.86"
1592,WSTRS02W501AA,W501AA,Option/Coating,Apply HVOF MCrAlY & Abradable TBC coating to wear surface,"289,127.43"
1593,WSTRS02W501AA,W501AA,Additional,Seal,"1,095.17"
1594,GEFSDLM91E,MS9001E,Additional,Replace Liner Stop (Carbon steel),"2,604.45"
1595,GEFSDLM91E,MS9001E,Option/Coating,"Apply Chrome Carbide coating to Liner Stop (based on customer scope, incoming condition replacement needed or perform to upgrade to extendor)","5,715.41"
1596,GEFSDLM91E,MS9001E,Option,Apply L605 shields to Liner Stops,"1,642.75"
1597,GEFS00M91E,,Additional,Replace Liner Stop (L605 Material),"8,367.77"
1598,GEFSDLM91E,,Additional,Replace Liner Stop (L605 Material),"8,367.77"
1601,MWCL00MW7D,,Additional,Replace wiggle (Spacer band),"1,478.48"
1602,MWCL00MW7D,,Additional,Replace support spacer,278.93
1603,MWCL00MW7D,,Additional,Replace air flower,929.87
1604,GECL00M91E,,Additional,Replace dilution holes washer,"1,105.44"
1605,GECL00M91E,,Additional,Replace dilution holes air flower,551.01
1606,GECLDLM91E,,Additional,Replace dilution holes washer,"1,105.44"
1607,GECLDLM91E,,Additional,Replace dilution holes air flower,551.01
1608,GEBL02M91E,,Option,Opening of non-contact gap by EDM Z-notch. Ref TIL2191,"46,486.46"
1609,GEBL02M91E,,Option,Modification of the Z-Notch radius,"6,974.85"
1610,GECL00M7EA,,Additional,Replace dilution holes washer,"1,104.07"
1611,GECL00M7EA,,Additional,Replace dilution holes air flower,552.03
1612,GECL02M7EA,,Additional,Replace dilution holes washer,"1,104.07"
1613,GECL02M7EA,,Additional,Replace dilution holes air flower,552.03
1614,GECL00M91E,,Additional,Replace dilution hole collar,"1,437.41"
1615,GECLDLM91E,,Additional,Replace dilution hole collar,"1,437.41"
1616,WSTNZ01W251B8,,Additional,Core plug (Cooling insert),"19,096.99"
1617,WSTNZ01W251B8,,Additional,Cover cap-air chamber (Cover plate),"7,429.35"
1618,WSTNZ02W251B8,,Additional,Core plug (Cooling insert) - TBA,0
1619,WSTNZ02W251B8,,Additional,Circumference seals -Inner,929.87
1620,WSTNZ02W251B8,,Additional,Circumference seals -Outer,929.87
1621,WSTNZ02W251B8,,Additional,LE -vertical seals (dog bone type),464.76
1622,WSTNZ02W251B8,,Additional,TE -vertical seals (dog bone type),464.76
1623,WSTNZ03W251B8,,Additional,Cooling tube plate (plate- air supply),929.87
1624,GEBL02M91E,,Option,Perform bucket engagement rectification,"9,297.63"
1625,GECLDLM91E,,Additional,Replace fule nozzle sleeve,"7,299.98"
1626,GECLDLM91E,,Additional,Replace Floating collar spacer,684.48
1627,GECLDLM91E,,Additional,Replace Collar retainer,855.6
1628,GECLDLM91E,,Additional,Replace Center bore of Center swirler,"3,234.17"
1629,GEFS00M91E,,Additional,Replace Hula Skirt,"12,885.34"
1630,GEFSDLM91E,,Additional,Replace Hula Skirt,"12,885.34"
1632,ABBCC00GT10,GT10,Additional,100N1855-01 Perf. Plate burner head,"415,421.77"
1633,ABBCC00GT10,GT10,Additional,100N1856-01 Outer matle ring burner head,"259,858.29"
1634,ABBCC00GT10,GT10,Additional,100N1858-01 Mounting ring,"173,007.01"
1635,ABBCC00GT10,GT10,Additional,100N1861-01 Ring pin burner head,"3,992.57"
1636,ABBCC00GT10,GT10,Additional,100N1864-01 Split cone burner head,"7,155.90"
1637,ABBCC00GT10,GT10,Additional,100N1865-01 Tube split cone burner head,"10,799.73"
1638,ABBCC00GT10,GT10,Additional,100N1866-01 Tube split cone burner head,"14,723.85"
1639,ABBCC00GT10,GT10,Additional,100N1867-01 Burner inlet split cone burner head,"18,888.23"
1640,ABBCC00GT10,GT10,Additional,"100N1868-01 Tube 8 mm , Wall 1.0 mm.","4,473.08"
1641,ABBCC00GT10,GT10,Additional,100N1869-01 Skin lower sheet metal,"8,317.12"
1642,ABBCC00GT10,GT10,Additional,100N1871-01 Skin upper sheet metal,"8,317.12"
1643,ABBCC00GT10,GT10,Additional,100N1875-01 Tube guide,669.08
1644,ABBCC00GT10,GT10,Additional,100N1876-01 Tube sleeve,869.29
1645,ABBCC00GT10,GT10,Additional,100N1877-01 Crimp fuel gas tube,949.37
1646,ABBCC00GT10,GT10,Additional,100N1878-01 Angel iron tab split cone,"1,189.63"
1647,ABBCC00GT10,GT10,Additional,"100N1879-01 Tube 12mm, Wall 1.0 mm.","3,912.49"
1648,ABBCC00GT10,GT10,Additional,100N1881-01 Space ring,"16,846.08"
1649,ABBCC00GT10,GT10,Additional,100N1882-01 End piece,"16,725.95"
1650,ABBCC00GT10,GT10,Additional,100N1884-01 Disk,"3,592.15"
1651,ABBCC00GT10,GT10,Additional,100H299-01 Stud M8 X 30 mm. DLB end threaded,669.08
1652,ABBCC00GT10,GT10,Additional,100N1885-01 Heat shield burner head,"1,873,455.98"
1653,ABBCC00GT10,GT10,Additional,100N1886-01 Spacer rail,829.25
1654,ABBCC00GT10,GT10,Additional,100N1863-01 Weld ring burner head,"29,379.25"
1655,ABBCC00GT10,GT10,Additional,100N1832-01 Inner mantel ring#7,"143,928.05"
1656,ABBCC00GT10,GT10,Additional,100N1833-01 Inner mantel ring#8,"249,799.31"
1657,ABBCC00GT10,GT10,Additional,100N1834-01 Inner mantel flange ring,"134,958.63"
1658,ABBCC00GT10,GT10,Additional,100N1835-01 Inner mantel perf. flange ring,"56,007.23"
1659,ABBCC00GT10,GT10,Additional,100N1836-01 Inner mantel outer flange weld ring,"38,949.31"
1660,ABBCC00GT10,GT10,Additional,100N1838-01 Inner mantel outer flange weld ring,"68,820.70"
1661,ABBCC00GT10,GT10,Additional,100N1894-01 Ring,"61,933.46"
1662,ABBCC00GT10,GT10,Additional,"100N1851-01 Sleeve, Style B1 outer mantel","2,030.51"
1663,ABBCC00GT10,GT10,Additional,100N1854-01 Outer liner coupling 2,"4,272.87"
1664,ABBCC00GT10,GT10,Additional,100N1853-01 Outer mantel coupling 1,"4,473.08"
1665,ABBCC00GT10,GT10,Option/Coating,Apply Hard face to guide ring,"25,278.38"
1666,ABBCC00GT10,GT10,Option/Coating,Application of a hard face coating on guide ring,"72,134.27"
1668,GEBL01M302J,MS3002J,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,590.03"
1670,GEBL01M302J,MS3002J,Option,HF Clean and Transient Phase Restoration of aerofoil TMF crack,"15,400.80"
1671,GEBL01M302J,MS3002J,Option,"Perform Hot isostatic Press for Inconel 738 (optional Customer requirement, or through material analysis)","852,246.05"
1672,GEBL01M302J,MS3002J,Option,Destructive Testing life time analysis,"154,008.00"
1673,GEBL02M302J,MS3002J,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,271.41"
1674,GEBL02M302J,MS3002J,Option,HF Clean and Transient Phase Restoration of aerofoil TMF crack,"15,400.80"
1675,GEBL02M302J,MS3002J,Option,"Perform Hot isostatic Press for Inconel 738 (optional Customer requirement, or through material analysis)","852,246.05"
1676,GEBL02M302J,MS3002J,Option,Destructive Testing life time analysis,"154,008.00"
1677,GEBL01M91B,MS9001B,Option,Destructive Testing life time analysis,"154,008.00"
1678,GEBL01M91B,MS9001B,Option,"Perform Hot isostatic Press (optional customer requirement, or through material analysis)","1,386,345.79"
1679,GEBL01M91B,MS9001B,Option/Coating,Apply TBC coating to the airfoil gas path area and surface finish,"175,500.67"
1680,GEBL01M91B,MS9001B,Option/Coating,Apply Aluminide coating to External Aerofoil (based on as received condition or customer requirements),"14,579.42"
1681,GEBL01M91B,MS9001B,Option,HF Clean and Transient Phase Restoration of aerofoil TMF crack,"92,747.04"
1682,GEBL02M91B,MS9001B,Option,Destructive Testing life time analysis,"154,008.00"
